country_code	country	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
270	Gambia	66.0571	66.2532	66.4506	66.6477	66.8345	67.0129	67.1718	67.3448	67.5183	67.6893	67.8559	68.0087	68.1621	68.3212	68.4791	68.6346	68.7768	68.9297	69.073	69.2221	69.3583	69.4903	69.6391	69.7864	69.9097	70.0413	70.1693	70.3107	70.4374	70.5612	70.6983	70.8342	70.9753	71.1065	71.2308	71.3525	71.4806	71.6175	71.745	71.8615	71.9933	72.1192	72.2381	72.368	72.4816	72.606	72.7378	72.8594	72.9838	73.1086	73.24	73.3636	73.4844	73.6069	73.7217	73.8512	73.9743	74.0971	74.2184	74.343	74.4714	74.5999	74.7297	74.8434	74.9656	75.0996	75.2165	75.341	75.4663	75.5917	75.7134	75.838	75.9658	76.0933	76.2213	76.3457	76.4744
