country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
270	Gambia	9.991	10.048	10.236	10.465	10.683	10.914	11.1	11.278	11.401	11.531	11.655	11.776	11.877	11.994	12.103	12.182	12.294	12.377	12.485	12.602	12.699	12.825	12.969	13.102	13.208	13.434	13.599	13.885	14.337	14.45	14.839	15.655	15.445	15.759	16.12	16.302	16.477	16.665	16.751	16.949	17.169	17.349	17.476	17.498	17.441	17.342	17.163	17.092	16.737	16.617	16.489	16.42	16.313	16.203	16.104	16.149	16.077	16.16	16.138	16.3	16.339	16.417	16.556	16.639	16.702	16.687	16.644	16.683	16.711	16.725	17.1	18.057	17.492	16.975
