country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
270	Gambia	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.272	2.617	2.705	2.757	2.777	2.817	2.861	2.907	2.61	2.979	3.436	3.969	4.493	4.898	5.268	5.438	5.757	6.713	7.733	8.373	8.934	9.563	10.187	10.765	11.242	11.53	9.182	3.131	-1.586	-2.797	-2.948	-3.098	-3.291	-3.493	-3.67	-3.882	-4.067	-3.713	-3.636	-3.209	-2.666	-2.32	-2.204	-2.259	-2.456	-2.36	-2.332	-2.476	-2.793	-3.224	-3.486	-3.696	-3.944	-4.186	-1.949	-1.949	-3	-3	2023
