country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
270	Gambia	6.353	6.354012	6.354275	6.351013	6.344225	6.333975	6.320487	6.304112	6.2855	6.265763	6.246212	6.228237	6.213225	6.20215	6.195325	6.191838	6.183116	6.206032	6.220983	6.245714	6.25655	6.329526	6.36633	6.404633	6.415307	6.427625	6.434292	6.43259	6.421207	6.410898	6.413699	6.399278	6.396163	6.392903	6.384701	6.357495	6.344358	6.299884	6.2575	6.25447	6.245654	6.190903	6.110918	6.034103	6.034855	5.994036	5.92457	5.850588	5.817735	5.771597	5.716268	5.670053	5.656085	5.656342	5.683162	5.70817	5.735963	5.685037	5.625432	5.57446	5.558028	5.542131	5.519386	5.391735	5.197388	5.003041	4.808694	4.614347	4.42	4.330403	4.247926	4.165486	4.078438	4.005802	2023
