country_code	country	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
270	Gambia	4.482	4.46	4.404	4.351	4.303	4.224	4.164	4.094	4.02	3.964	3.92	3.865	3.818	3.752	3.695	3.658	3.606	3.549	3.501	3.47	3.422	3.377	3.336	3.298	3.272	3.253	3.218	3.176	3.146	3.122	3.096	3.062	3.036	3.004	2.971	2.949	2.939	2.912	2.882	2.854	2.805	2.803	2.779	2.772	2.743	2.721	2.718	2.708	2.693	2.672	2.663	2.63	2.618	2.598	2.585	2.584	2.558	2.562	2.543	2.53	2.51	2.494	2.477	2.469	2.471	2.446	2.434	2.427	2.404	2.392	2.387	2.387	2.363	2.361	2.343	2.346	2.339
