country_code	country	age	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
270	Gambia	40	1.451	1.487	1.54	1.59	1.63	1.659	1.701	1.739	1.775	1.864	2.007	2.131	2.28	2.423	2.527	2.584	2.654	2.723	2.79	2.868	2.958	3.04	3.13	3.216	3.285	3.294	3.315	3.33	3.345	3.379	3.441	3.508	3.584	3.692	3.819	3.958	4.076	4.144	4.112	3.908	3.736	4.176	4.393	4.647	4.996	5.333	5.689	6.06	6.455	6.857	7.203	7.545	7.873	8.18	8.456	8.695	8.9	9.053	9.19	9.256	9.339	9.368	9.444	9.461	9.463	9.446	9.465	9.535	9.72	10.147	10.63	11.201	11.773	12.4	13.054
270	Gambia	41	1.404	1.443	1.479	1.531	1.581	1.62	1.649	1.69	1.728	1.764	1.852	1.993	2.115	2.263	2.405	2.508	2.565	2.634	2.704	2.772	2.85	2.939	3.022	3.111	3.196	3.223	3.228	3.247	3.256	3.266	3.297	3.356	3.42	3.494	3.593	3.738	3.873	3.988	4.053	4.018	3.813	3.64	4.075	4.306	4.631	4.949	5.277	5.631	5.998	6.391	6.79	7.133	7.472	7.797	8.104	8.38	8.621	8.828	8.982	9.12	9.186	9.267	9.297	9.374	9.39	9.391	9.373	9.392	9.462	9.645	10.07	10.566	11.128	11.695	12.325
270	Gambia	42	1.359	1.396	1.434	1.469	1.521	1.57	1.609	1.637	1.678	1.716	1.752	1.839	1.978	2.099	2.245	2.386	2.488	2.544	2.615	2.685	2.753	2.83	2.92	3.001	3.091	3.132	3.156	3.157	3.17	3.174	3.181	3.208	3.265	3.326	3.39	3.517	3.657	3.788	3.9	3.963	3.926	3.721	3.548	3.993	4.291	4.587	4.896	5.221	5.573	5.938	6.327	6.723	7.063	7.398	7.724	8.03	8.307	8.55	8.758	8.911	9.049	9.114	9.196	9.228	9.303	9.318	9.319	9.3	9.319	9.389	9.57	10.007	10.494	11.053	11.623
270	Gambia	43	1.317	1.35	1.386	1.424	1.459	1.51	1.559	1.597	1.625	1.666	1.703	1.739	1.825	1.963	2.083	2.227	2.366	2.467	2.525	2.595	2.664	2.733	2.81	2.899	2.98	3.025	3.062	3.082	3.078	3.085	3.086	3.089	3.113	3.168	3.218	3.318	3.44	3.577	3.705	3.813	3.873	3.834	3.631	3.472	3.977	4.249	4.537	4.845	5.167	5.517	5.879	6.265	6.656	6.993	7.329	7.653	7.959	8.238	8.482	8.69	8.841	8.978	9.044	9.127	9.158	9.232	9.246	9.247	9.228	9.247	9.316	9.509	9.936	10.421	10.982
270	Gambia	44	1.273	1.307	1.34	1.376	1.414	1.448	1.498	1.546	1.584	1.612	1.653	1.69	1.725	1.811	1.947	2.065	2.208	2.345	2.446	2.505	2.575	2.644	2.712	2.79	2.878	2.915	2.954	2.987	3.001	2.99	2.994	2.991	2.992	3.013	3.058	3.148	3.245	3.364	3.497	3.622	3.727	3.785	3.746	3.556	3.459	3.938	4.203	4.489	4.793	5.114	5.461	5.819	6.202	6.59	6.926	7.261	7.585	7.893	8.172	8.415	8.621	8.771	8.909	8.976	9.057	9.088	9.16	9.174	9.175	9.157	9.175	9.255	9.44	9.867	10.354
270	Gambia	45	1.234	1.263	1.297	1.329	1.364	1.402	1.435	1.485	1.533	1.571	1.599	1.639	1.675	1.711	1.796	1.93	2.047	2.188	2.325	2.426	2.484	2.554	2.622	2.69	2.768	2.811	2.843	2.878	2.904	2.911	2.897	2.896	2.891	2.89	2.9	2.99	3.078	3.172	3.287	3.417	3.538	3.641	3.698	3.672	3.541	3.424	3.895	4.158	4.442	4.744	5.062	5.405	5.761	6.14	6.528	6.862	7.197	7.521	7.828	8.106	8.348	8.552	8.703	8.84	8.907	8.987	9.017	9.09	9.103	9.105	9.087	9.114	9.187	9.373	9.803
270	Gambia	46	1.193	1.223	1.252	1.285	1.317	1.352	1.389	1.422	1.471	1.519	1.556	1.584	1.624	1.66	1.695	1.779	1.912	2.028	2.169	2.305	2.405	2.463	2.532	2.6	2.669	2.701	2.738	2.765	2.793	2.812	2.815	2.797	2.794	2.786	2.773	2.835	2.923	3.007	3.098	3.21	3.337	3.456	3.556	3.625	3.653	3.506	3.386	3.852	4.114	4.395	4.695	5.01	5.351	5.702	6.08	6.467	6.8	7.135	7.46	7.765	8.041	8.281	8.485	8.636	8.772	8.838	8.917	8.947	9.02	9.033	9.035	9.026	9.045	9.12	9.311
270	Gambia	47	1.154	1.182	1.211	1.24	1.273	1.304	1.339	1.375	1.408	1.457	1.504	1.541	1.568	1.608	1.644	1.679	1.762	1.893	2.009	2.149	2.284	2.383	2.441	2.509	2.578	2.601	2.629	2.66	2.68	2.7	2.715	2.714	2.693	2.687	2.668	2.71	2.769	2.854	2.935	3.023	3.132	3.257	3.374	3.485	3.605	3.616	3.467	3.347	3.81	4.07	4.349	4.647	4.958	5.295	5.647	6.023	6.408	6.741	7.076	7.398	7.702	7.975	8.214	8.419	8.569	8.703	8.768	8.847	8.878	8.95	8.964	8.973	8.956	8.979	9.059
270	Gambia	48	1.115	1.143	1.17	1.199	1.227	1.26	1.291	1.325	1.361	1.394	1.442	1.488	1.525	1.553	1.592	1.628	1.663	1.745	1.876	1.99	2.128	2.261	2.36	2.417	2.486	2.509	2.528	2.55	2.575	2.587	2.602	2.612	2.609	2.585	2.567	2.607	2.646	2.703	2.784	2.862	2.949	3.055	3.178	3.304	3.463	3.568	3.576	3.428	3.31	3.769	4.026	4.303	4.597	4.906	5.242	5.592	5.966	6.351	6.682	7.016	7.336	7.637	7.909	8.147	8.351	8.5	8.633	8.698	8.777	8.808	8.879	8.9	8.901	8.888	8.917
270	Gambia	49	1.078	1.103	1.13	1.157	1.186	1.214	1.246	1.277	1.31	1.346	1.379	1.426	1.472	1.509	1.536	1.575	1.611	1.645	1.727	1.856	1.969	2.106	2.239	2.336	2.393	2.417	2.435	2.448	2.463	2.481	2.488	2.498	2.506	2.5	2.463	2.507	2.544	2.581	2.636	2.714	2.79	2.874	2.979	3.11	3.282	3.427	3.528	3.536	3.389	3.272	3.727	3.982	4.255	4.547	4.855	5.189	5.537	5.91	6.293	6.622	6.954	7.272	7.571	7.842	8.079	8.281	8.428	8.561	8.626	8.705	8.736	8.813	8.825	8.831	8.825
270	Gambia	50	1.041	1.065	1.089	1.116	1.143	1.171	1.199	1.231	1.261	1.294	1.33	1.362	1.409	1.454	1.491	1.518	1.557	1.592	1.627	1.708	1.837	1.948	2.083	2.215	2.311	2.324	2.343	2.355	2.362	2.369	2.382	2.384	2.392	2.395	2.378	2.405	2.446	2.481	2.515	2.569	2.645	2.718	2.801	2.914	3.088	3.246	3.386	3.487	3.494	3.35	3.233	3.684	3.936	4.207	4.498	4.803	5.136	5.483	5.854	6.234	6.561	6.889	7.207	7.504	7.773	8.007	8.208	8.354	8.488	8.552	8.63	8.666	8.734	8.752	8.764
270	Gambia	51	1.005	1.028	1.051	1.075	1.102	1.128	1.156	1.183	1.215	1.245	1.278	1.313	1.345	1.391	1.436	1.472	1.499	1.538	1.574	1.608	1.689	1.815	1.926	2.059	2.189	2.242	2.25	2.263	2.268	2.267	2.271	2.278	2.278	2.283	2.274	2.322	2.347	2.387	2.42	2.451	2.502	2.577	2.649	2.739	2.892	3.052	3.206	3.346	3.445	3.453	3.309	3.194	3.639	3.889	4.159	4.448	4.751	5.082	5.427	5.796	6.173	6.497	6.823	7.138	7.434	7.7	7.933	8.132	8.278	8.411	8.475	8.557	8.583	8.656	8.681
270	Gambia	52	0.969	0.99	1.013	1.036	1.06	1.086	1.112	1.14	1.166	1.197	1.227	1.26	1.294	1.326	1.372	1.417	1.452	1.479	1.518	1.554	1.588	1.667	1.792	1.902	2.034	2.121	2.169	2.172	2.177	2.176	2.17	2.169	2.174	2.17	2.163	2.221	2.266	2.291	2.328	2.36	2.389	2.439	2.513	2.591	2.716	2.856	3.014	3.166	3.304	3.402	3.41	3.268	3.153	3.594	3.841	4.11	4.397	4.7	5.028	5.37	5.735	6.108	6.431	6.755	7.067	7.36	7.624	7.855	8.054	8.199	8.33	8.398	8.47	8.502	8.582
270	Gambia	53	0.932	0.954	0.975	0.997	1.02	1.044	1.069	1.095	1.122	1.148	1.179	1.209	1.241	1.275	1.307	1.352	1.396	1.431	1.458	1.497	1.533	1.567	1.645	1.768	1.877	1.968	2.049	2.091	2.088	2.086	2.081	2.07	2.067	2.069	2.054	2.114	2.169	2.213	2.236	2.273	2.302	2.331	2.38	2.459	2.568	2.681	2.817	2.974	3.124	3.261	3.359	3.366	3.225	3.11	3.548	3.793	4.061	4.346	4.646	4.972	5.311	5.673	6.042	6.363	6.684	6.992	7.283	7.546	7.775	7.973	8.117	8.25	8.307	8.386	8.426
270	Gambia	54	0.895	0.916	0.938	0.958	0.98	1.002	1.025	1.051	1.076	1.103	1.129	1.16	1.189	1.221	1.254	1.286	1.33	1.374	1.41	1.436	1.475	1.51	1.544	1.621	1.744	1.814	1.898	1.974	2.009	2	1.994	1.985	1.973	1.967	1.957	2.009	2.067	2.121	2.163	2.185	2.221	2.249	2.278	2.331	2.434	2.533	2.644	2.778	2.933	3.083	3.217	3.314	3.321	3.181	3.069	3.502	3.746	4.011	4.295	4.592	4.914	5.249	5.608	5.975	6.292	6.61	6.916	7.204	7.465	7.693	7.89	8.033	8.156	8.22	8.306
270	Gambia	55	0.86	0.878	0.899	0.92	0.941	0.962	0.984	1.007	1.032	1.056	1.083	1.109	1.139	1.168	1.199	1.233	1.264	1.308	1.352	1.387	1.413	1.452	1.487	1.52	1.596	1.683	1.748	1.827	1.896	1.924	1.911	1.901	1.891	1.876	1.86	1.915	1.966	2.023	2.076	2.118	2.139	2.174	2.202	2.234	2.305	2.399	2.496	2.606	2.738	2.891	3.04	3.173	3.268	3.275	3.137	3.027	3.455	3.698	3.961	4.242	4.536	4.855	5.187	5.542	5.906	6.219	6.534	6.838	7.124	7.383	7.609	7.806	7.938	8.067	8.139
270	Gambia	56	0.825	0.843	0.861	0.881	0.902	0.922	0.943	0.965	0.987	1.012	1.036	1.063	1.088	1.118	1.146	1.177	1.21	1.241	1.284	1.327	1.362	1.388	1.428	1.462	1.495	1.539	1.621	1.68	1.753	1.815	1.84	1.824	1.812	1.8	1.777	1.823	1.877	1.927	1.983	2.036	2.076	2.098	2.132	2.162	2.208	2.271	2.363	2.458	2.566	2.698	2.849	2.996	3.127	3.22	3.228	3.092	2.985	3.409	3.649	3.91	4.187	4.478	4.794	5.122	5.474	5.834	6.144	6.456	6.758	7.042	7.298	7.523	7.709	7.847	7.983
270	Gambia	57	0.787	0.806	0.824	0.842	0.861	0.882	0.902	0.922	0.943	0.966	0.99	1.014	1.04	1.065	1.095	1.123	1.153	1.186	1.217	1.26	1.302	1.337	1.363	1.401	1.435	1.441	1.481	1.557	1.612	1.679	1.737	1.758	1.741	1.728	1.707	1.743	1.789	1.843	1.893	1.948	2	2.04	2.062	2.098	2.135	2.174	2.234	2.326	2.418	2.527	2.657	2.806	2.95	3.079	3.172	3.181	3.047	2.942	3.363	3.599	3.857	4.13	4.419	4.732	5.056	5.404	5.76	6.067	6.377	6.675	6.958	7.211	7.425	7.616	7.763
270	Gambia	58	0.753	0.768	0.787	0.804	0.822	0.841	0.861	0.88	0.9	0.921	0.943	0.967	0.991	1.017	1.042	1.07	1.098	1.128	1.161	1.192	1.234	1.276	1.31	1.336	1.374	1.384	1.387	1.423	1.494	1.544	1.606	1.661	1.68	1.663	1.644	1.677	1.712	1.759	1.812	1.862	1.917	1.969	2.009	2.031	2.068	2.1	2.136	2.197	2.287	2.38	2.486	2.615	2.761	2.903	3.031	3.123	3.133	3.001	2.899	3.314	3.547	3.802	4.072	4.358	4.667	4.986	5.331	5.683	5.988	6.295	6.59	6.869	7.11	7.33	7.529
270	Gambia	59	0.715	0.733	0.748	0.766	0.783	0.8	0.819	0.839	0.858	0.878	0.898	0.92	0.943	0.967	0.992	1.017	1.045	1.072	1.102	1.135	1.165	1.206	1.247	1.282	1.307	1.324	1.332	1.333	1.366	1.433	1.479	1.538	1.591	1.609	1.585	1.616	1.65	1.686	1.733	1.786	1.837	1.891	1.942	1.981	2.001	2.032	2.062	2.098	2.157	2.248	2.339	2.442	2.569	2.714	2.854	2.981	3.072	3.083	2.953	2.853	3.262	3.493	3.744	4.011	4.293	4.599	4.914	5.255	5.603	5.905	6.209	6.5	6.767	7.013	7.239
270	Gambia	60	0.681	0.695	0.713	0.727	0.745	0.761	0.778	0.796	0.816	0.834	0.854	0.874	0.895	0.919	0.942	0.967	0.991	1.019	1.046	1.075	1.107	1.136	1.177	1.217	1.252	1.261	1.276	1.282	1.28	1.311	1.374	1.418	1.475	1.526	1.539	1.56	1.591	1.626	1.662	1.711	1.763	1.814	1.868	1.916	1.948	1.962	1.992	2.023	2.058	2.117	2.206	2.296	2.398	2.522	2.665	2.803	2.929	3.02	3.03	2.904	2.805	3.208	3.435	3.683	3.947	4.225	4.526	4.838	5.176	5.519	5.817	6.117	6.395	6.667	6.919
270	Gambia	61	0.645	0.659	0.673	0.69	0.704	0.721	0.737	0.754	0.772	0.791	0.809	0.828	0.848	0.869	0.892	0.915	0.939	0.963	0.991	1.017	1.046	1.077	1.107	1.146	1.186	1.207	1.215	1.228	1.233	1.23	1.259	1.319	1.362	1.417	1.464	1.515	1.537	1.568	1.604	1.642	1.69	1.743	1.795	1.844	1.881	1.907	1.921	1.951	1.982	2.017	2.074	2.162	2.25	2.35	2.472	2.613	2.75	2.874	2.964	2.975	2.851	2.753	3.151	3.375	3.618	3.878	4.153	4.449	4.757	5.091	5.431	5.722	6.009	6.292	6.569
270	Gambia	62	0.608	0.623	0.636	0.65	0.666	0.68	0.697	0.712	0.728	0.746	0.765	0.783	0.801	0.821	0.842	0.864	0.886	0.91	0.933	0.962	0.988	1.016	1.047	1.075	1.115	1.145	1.164	1.172	1.184	1.188	1.185	1.212	1.271	1.312	1.365	1.441	1.492	1.516	1.548	1.585	1.623	1.673	1.725	1.772	1.807	1.838	1.864	1.878	1.908	1.939	1.974	2.03	2.115	2.201	2.3	2.421	2.559	2.694	2.817	2.906	2.916	2.795	2.7	3.09	3.31	3.549	3.805	4.077	4.368	4.671	5.001	5.332	5.611	5.902	6.189
270	Gambia	63	0.571	0.585	0.599	0.613	0.625	0.642	0.655	0.671	0.687	0.702	0.719	0.738	0.755	0.774	0.793	0.813	0.835	0.857	0.88	0.903	0.931	0.956	0.984	1.014	1.043	1.076	1.105	1.124	1.133	1.143	1.148	1.144	1.171	1.229	1.269	1.343	1.419	1.471	1.496	1.531	1.568	1.607	1.656	1.702	1.732	1.763	1.793	1.818	1.832	1.863	1.893	1.928	1.983	2.065	2.151	2.247	2.366	2.503	2.635	2.755	2.843	2.854	2.736	2.642	3.025	3.242	3.476	3.728	3.995	4.282	4.58	4.901	5.22	5.502	5.796
270	Gambia	64	0.534	0.548	0.562	0.575	0.588	0.6	0.616	0.629	0.645	0.66	0.675	0.692	0.71	0.727	0.745	0.764	0.783	0.805	0.826	0.849	0.871	0.899	0.923	0.95	0.98	1.008	1.041	1.069	1.089	1.097	1.109	1.113	1.11	1.137	1.195	1.249	1.324	1.399	1.452	1.478	1.514	1.552	1.591	1.635	1.66	1.686	1.716	1.746	1.771	1.785	1.815	1.845	1.879	1.932	2.013	2.097	2.192	2.309	2.443	2.572	2.69	2.776	2.787	2.672	2.582	2.957	3.168	3.399	3.647	3.909	4.191	4.48	4.788	5.108	5.394
270	Gambia	65	0.497	0.511	0.524	0.537	0.55	0.563	0.575	0.59	0.602	0.618	0.632	0.647	0.664	0.681	0.698	0.715	0.734	0.753	0.774	0.794	0.817	0.838	0.865	0.889	0.916	0.948	0.976	1.009	1.038	1.059	1.068	1.08	1.086	1.084	1.112	1.176	1.231	1.306	1.381	1.435	1.462	1.499	1.538	1.57	1.59	1.613	1.638	1.667	1.697	1.722	1.735	1.764	1.794	1.827	1.879	1.958	2.041	2.134	2.248	2.379	2.505	2.621	2.705	2.717	2.605	2.517	2.884	3.091	3.317	3.56	3.818	4.091	4.368	4.676	4.999
270	Gambia	66	0.461	0.473	0.486	0.499	0.512	0.524	0.536	0.548	0.562	0.575	0.59	0.604	0.618	0.634	0.651	0.668	0.685	0.703	0.721	0.741	0.761	0.783	0.804	0.83	0.854	0.887	0.92	0.95	0.984	1.014	1.036	1.047	1.059	1.067	1.069	1.096	1.16	1.214	1.289	1.365	1.42	1.448	1.485	1.516	1.523	1.54	1.562	1.587	1.615	1.646	1.67	1.683	1.711	1.739	1.772	1.824	1.901	1.982	2.073	2.185	2.312	2.435	2.548	2.63	2.642	2.534	2.449	2.808	3.01	3.231	3.469	3.718	3.979	4.256	4.565
270	Gambia	67	0.427	0.436	0.448	0.46	0.473	0.485	0.497	0.508	0.519	0.533	0.545	0.56	0.574	0.588	0.603	0.62	0.635	0.652	0.67	0.688	0.708	0.727	0.749	0.769	0.794	0.829	0.864	0.899	0.931	0.967	0.998	1.021	1.033	1.047	1.062	1.053	1.081	1.145	1.2	1.276	1.351	1.406	1.435	1.464	1.466	1.47	1.487	1.509	1.533	1.562	1.592	1.616	1.629	1.654	1.683	1.715	1.766	1.841	1.921	2.009	2.118	2.24	2.362	2.472	2.551	2.564	2.46	2.379	2.728	2.925	3.141	3.37	3.607	3.868	4.146
270	Gambia	68	0.39	0.402	0.411	0.422	0.434	0.445	0.457	0.468	0.479	0.49	0.504	0.515	0.529	0.543	0.556	0.571	0.587	0.602	0.62	0.637	0.654	0.673	0.692	0.713	0.733	0.774	0.81	0.848	0.885	0.919	0.957	0.99	1.014	1.028	1.049	1.044	1.039	1.068	1.133	1.189	1.265	1.338	1.393	1.414	1.411	1.411	1.415	1.432	1.453	1.478	1.507	1.535	1.559	1.571	1.596	1.625	1.655	1.705	1.779	1.856	1.941	2.048	2.167	2.284	2.392	2.468	2.481	2.382	2.304	2.644	2.836	3.042	3.26	3.496	3.757
270	Gambia	69	0.355	0.365	0.376	0.384	0.395	0.406	0.417	0.428	0.439	0.45	0.46	0.473	0.484	0.498	0.511	0.524	0.538	0.554	0.568	0.585	0.602	0.619	0.638	0.656	0.676	0.716	0.759	0.797	0.839	0.879	0.916	0.955	0.989	1.015	1.038	1.03	1.028	1.027	1.058	1.123	1.18	1.255	1.327	1.372	1.358	1.353	1.354	1.357	1.374	1.396	1.42	1.448	1.476	1.498	1.51	1.535	1.562	1.594	1.642	1.713	1.788	1.87	1.973	2.089	2.203	2.307	2.381	2.395	2.3	2.226	2.555	2.738	2.933	3.15	3.386
270	Gambia	70	0.321	0.33	0.339	0.35	0.358	0.368	0.378	0.389	0.399	0.41	0.42	0.43	0.442	0.453	0.466	0.479	0.491	0.505	0.52	0.534	0.549	0.566	0.582	0.6	0.618	0.663	0.705	0.751	0.793	0.837	0.882	0.92	0.959	0.996	1.032	1.017	1.014	1.014	1.017	1.051	1.115	1.171	1.245	1.305	1.312	1.297	1.293	1.295	1.297	1.314	1.336	1.359	1.386	1.412	1.434	1.446	1.47	1.498	1.528	1.575	1.643	1.716	1.796	1.895	2.006	2.117	2.217	2.29	2.304	2.214	2.143	2.458	2.63	2.825	3.041
270	Gambia	71	0.288	0.296	0.305	0.314	0.324	0.331	0.34	0.35	0.36	0.37	0.38	0.39	0.399	0.411	0.422	0.434	0.446	0.458	0.471	0.485	0.498	0.514	0.529	0.545	0.562	0.609	0.656	0.701	0.751	0.797	0.844	0.891	0.93	0.97	1.018	1.008	0.998	0.999	1.002	1.009	1.044	1.108	1.163	1.224	1.241	1.247	1.233	1.23	1.233	1.235	1.252	1.273	1.296	1.321	1.347	1.368	1.38	1.404	1.431	1.46	1.504	1.57	1.64	1.717	1.813	1.92	2.027	2.123	2.194	2.209	2.123	2.053	2.351	2.523	2.717
270	Gambia	72	0.256	0.264	0.272	0.28	0.288	0.297	0.304	0.313	0.322	0.331	0.341	0.35	0.36	0.369	0.38	0.39	0.402	0.413	0.424	0.437	0.45	0.463	0.477	0.492	0.507	0.556	0.605	0.655	0.705	0.758	0.808	0.857	0.903	0.944	0.995	0.992	0.987	0.981	0.985	0.993	1.002	1.039	1.1	1.142	1.158	1.174	1.18	1.168	1.166	1.169	1.172	1.188	1.207	1.229	1.253	1.278	1.3	1.312	1.334	1.36	1.388	1.431	1.494	1.561	1.635	1.727	1.83	1.934	2.025	2.094	2.109	2.025	1.955	2.246	2.417
270	Gambia	73	0.226	0.233	0.241	0.248	0.255	0.263	0.271	0.277	0.285	0.294	0.303	0.312	0.321	0.33	0.339	0.349	0.358	0.37	0.38	0.391	0.403	0.415	0.428	0.441	0.455	0.504	0.555	0.607	0.661	0.715	0.771	0.822	0.87	0.919	0.972	0.966	0.967	0.966	0.965	0.973	0.983	0.995	1.032	1.079	1.076	1.09	1.105	1.112	1.101	1.1	1.104	1.107	1.12	1.139	1.161	1.184	1.208	1.229	1.241	1.262	1.287	1.314	1.355	1.415	1.48	1.55	1.638	1.737	1.837	1.924	1.99	2.002	1.919	1.859	2.141
270	Gambia	74	0.198	0.204	0.211	0.218	0.224	0.231	0.238	0.245	0.251	0.259	0.267	0.275	0.284	0.292	0.301	0.309	0.319	0.328	0.338	0.348	0.358	0.369	0.381	0.393	0.405	0.455	0.505	0.559	0.616	0.673	0.729	0.787	0.837	0.887	0.947	0.94	0.938	0.943	0.946	0.949	0.96	0.973	0.986	1.01	1.01	1.006	1.02	1.035	1.042	1.033	1.033	1.037	1.04	1.051	1.07	1.091	1.113	1.136	1.156	1.167	1.187	1.211	1.237	1.276	1.334	1.395	1.462	1.547	1.642	1.736	1.819	1.88	1.888	1.815	1.763
270	Gambia	75	0.168	0.177	0.183	0.189	0.195	0.201	0.207	0.214	0.221	0.226	0.233	0.241	0.249	0.256	0.264	0.272	0.28	0.289	0.297	0.307	0.316	0.326	0.336	0.347	0.358	0.407	0.458	0.511	0.569	0.628	0.688	0.744	0.801	0.851	0.914	0.911	0.908	0.911	0.919	0.926	0.932	0.946	0.96	0.962	0.94	0.939	0.936	0.95	0.964	0.972	0.964	0.964	0.968	0.97	0.982	1	1.019	1.041	1.062	1.081	1.092	1.111	1.134	1.159	1.196	1.25	1.309	1.373	1.454	1.543	1.634	1.709	1.763	1.776	1.713
270	Gambia	76	0.143	0.149	0.158	0.163	0.168	0.174	0.179	0.185	0.19	0.197	0.202	0.209	0.216	0.223	0.23	0.238	0.245	0.252	0.261	0.268	0.277	0.286	0.295	0.304	0.314	0.362	0.411	0.465	0.522	0.582	0.642	0.701	0.757	0.813	0.874	0.873	0.876	0.876	0.882	0.895	0.905	0.914	0.928	0.931	0.889	0.867	0.868	0.866	0.879	0.894	0.901	0.894	0.894	0.897	0.9	0.911	0.928	0.947	0.967	0.987	1.004	1.015	1.034	1.055	1.079	1.114	1.166	1.221	1.282	1.358	1.443	1.526	1.593	1.648	1.666
270	Gambia	77	0.121	0.126	0.131	0.139	0.143	0.148	0.153	0.158	0.163	0.168	0.174	0.179	0.185	0.192	0.198	0.205	0.212	0.218	0.225	0.233	0.24	0.248	0.256	0.264	0.273	0.319	0.366	0.419	0.474	0.533	0.595	0.654	0.71	0.766	0.831	0.83	0.833	0.839	0.843	0.853	0.868	0.88	0.89	0.893	0.855	0.816	0.796	0.797	0.795	0.809	0.823	0.83	0.823	0.823	0.827	0.83	0.84	0.856	0.873	0.892	0.91	0.927	0.938	0.955	0.976	0.998	1.031	1.08	1.132	1.19	1.261	1.34	1.412	1.479	1.536
270	Gambia	78	0.103	0.105	0.11	0.115	0.121	0.125	0.129	0.134	0.138	0.143	0.148	0.153	0.157	0.163	0.169	0.175	0.181	0.187	0.193	0.199	0.206	0.212	0.22	0.227	0.235	0.278	0.324	0.373	0.427	0.483	0.544	0.603	0.659	0.715	0.779	0.782	0.784	0.791	0.8	0.808	0.82	0.838	0.85	0.849	0.813	0.777	0.742	0.724	0.726	0.726	0.738	0.751	0.758	0.752	0.752	0.755	0.758	0.768	0.783	0.799	0.816	0.834	0.85	0.86	0.876	0.895	0.916	0.948	0.994	1.043	1.097	1.163	1.23	1.301	1.368
270	Gambia	79	0.086	0.089	0.091	0.095	0.099	0.104	0.108	0.112	0.116	0.12	0.124	0.128	0.133	0.137	0.142	0.147	0.152	0.158	0.163	0.169	0.174	0.181	0.186	0.193	0.2	0.24	0.283	0.33	0.38	0.434	0.491	0.549	0.604	0.659	0.723	0.726	0.732	0.738	0.747	0.76	0.771	0.784	0.801	0.804	0.765	0.732	0.7	0.669	0.654	0.656	0.657	0.668	0.68	0.686	0.681	0.681	0.684	0.688	0.696	0.71	0.725	0.741	0.757	0.772	0.782	0.797	0.815	0.836	0.865	0.907	0.953	1.003	1.057	1.123	1.193
270	Gambia	80	0.072	0.073	0.075	0.077	0.081	0.084	0.089	0.092	0.095	0.099	0.102	0.106	0.11	0.114	0.118	0.122	0.127	0.131	0.136	0.141	0.146	0.151	0.157	0.162	0.168	0.205	0.245	0.288	0.336	0.386	0.439	0.494	0.547	0.6	0.661	0.666	0.673	0.681	0.69	0.702	0.716	0.728	0.741	0.749	0.717	0.682	0.653	0.625	0.598	0.585	0.588	0.588	0.598	0.609	0.614	0.61	0.611	0.614	0.617	0.625	0.637	0.651	0.666	0.681	0.695	0.704	0.718	0.736	0.755	0.782	0.821	0.865	0.904	0.956	1.021
270	Gambia	81	0.057	0.06	0.061	0.063	0.065	0.068	0.071	0.075	0.077	0.08	0.083	0.087	0.09	0.093	0.097	0.1	0.104	0.108	0.112	0.116	0.121	0.125	0.129	0.134	0.139	0.144	0.175	0.21	0.247	0.289	0.333	0.378	0.426	0.473	0.521	0.574	0.579	0.586	0.594	0.604	0.614	0.627	0.638	0.651	0.66	0.632	0.601	0.576	0.552	0.529	0.518	0.52	0.521	0.53	0.539	0.545	0.541	0.542	0.545	0.548	0.555	0.567	0.579	0.593	0.607	0.619	0.628	0.642	0.658	0.675	0.7	0.738	0.771	0.809	0.86
270	Gambia	82	0.045	0.047	0.05	0.051	0.053	0.054	0.056	0.059	0.062	0.065	0.067	0.07	0.072	0.075	0.078	0.081	0.084	0.087	0.091	0.095	0.098	0.102	0.106	0.11	0.114	0.117	0.121	0.148	0.178	0.21	0.246	0.283	0.322	0.364	0.405	0.446	0.492	0.498	0.505	0.513	0.522	0.531	0.543	0.554	0.567	0.575	0.55	0.524	0.503	0.483	0.463	0.453	0.455	0.456	0.464	0.472	0.477	0.474	0.475	0.479	0.48	0.487	0.498	0.509	0.522	0.534	0.546	0.554	0.567	0.581	0.597	0.622	0.65	0.681	0.719
270	Gambia	83	0.034	0.036	0.038	0.04	0.041	0.042	0.043	0.045	0.047	0.05	0.052	0.054	0.057	0.059	0.061	0.064	0.067	0.069	0.073	0.076	0.079	0.082	0.085	0.089	0.092	0.095	0.097	0.101	0.124	0.149	0.176	0.206	0.238	0.272	0.307	0.343	0.378	0.418	0.424	0.43	0.438	0.445	0.454	0.465	0.477	0.488	0.494	0.473	0.451	0.434	0.417	0.4	0.391	0.393	0.394	0.401	0.409	0.413	0.412	0.413	0.416	0.417	0.423	0.433	0.442	0.453	0.465	0.476	0.483	0.495	0.508	0.524	0.54	0.567	0.598
