country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
270	Gambia	30.569	30.8074	31.0856	31.3398	31.6062	31.7785	32.0629	32.4301	32.8865	33.3544	33.8353	34.3115	34.8164	35.3043	35.7946	36.3845	36.7822	37.2648	37.7569	38.2098	38.6951	39.1821	39.6751	40.1606	40.8101	41.2459	41.8997	42.3537	42.6064	43.4459	44.0465	42.5852	45.3548	45.9217	46.5274	47.1659	47.7613	48.3101	48.9521	49.5259	49.9965	50.5201	50.9901	51.5283	52.1031	52.4886	52.979	53.3002	53.9635	54.444	54.9195	55.3786	55.9343	56.5012	57.0892	57.5058	58.1255	58.5975	59.1619	59.4221	59.8969	60.3101	60.6507	61.0102	61.3163	61.6766	61.9869	62.268	62.5393	62.9147	62.7133	62.2395	63.207	64.1743	2023
