country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
270	Gambia	49.677	50.123	50.461	50.686	50.812	50.86	50.846	50.785	50.691	50.573	50.432	50.261	50.045	49.768	49.422	49.006	48.486	48.175	47.853	47.645	47.371	47.585	47.539	47.464	47.252	47.279	47.359	47.474	47.609	47.832	48.191	48.451	48.762	49.002	49.303	49.014	48.849	48.457	48.125	47.908	47.721	47.213	46.637	46.114	45.893	45.102	44.118	43.196	42.542	41.779	41.055	40.517	40.027	39.728	39.709	39.686	39.884	39.537	39.151	38.941	38.872	38.808	38.814	38.097	36.907	35.746	34.593	33.451	32.324	31.921	31.525	31.171	30.771	30.429
