country_code	country	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
270	Gambia	64.3502	64.5313	64.7132	64.8936	65.0662	65.2271	65.368	65.5248	65.6844	65.8401	65.9913	66.1268	66.2661	66.4124	66.5547	66.6917	66.8157	66.9561	67.0866	67.2195	67.342	67.4591	67.5959	67.7304	67.8419	67.9625	68.0802	68.2113	68.3251	68.4374	68.5646	68.6914	68.8232	68.9472	69.0644	69.1766	69.2969	69.4263	69.5489	69.6616	69.7873	69.9093	70.0242	70.1523	70.2626	70.3847	70.5162	70.6341	70.7588	70.8831	71.0171	71.1419	71.2625	71.384	71.5019	71.6346	71.7589	71.8868	72.0091	72.1378	72.269	72.4027	72.5379	72.6564	72.7843	72.9263	73.0533	73.1858	73.3153	73.4505	73.5826	73.7144	73.854	73.9917	74.1286	74.2616	74.4017
