country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
270	Gambia	32.573	31.949	31.725	31.607	31.438	31.291	31.002	30.684	30.212	29.754	29.278	28.797	28.268	27.78	27.278	26.718	26.241	25.701	25.209	24.738	24.231	23.776	23.352	22.906	22.421	22.138	21.735	21.501	21.491	20.949	20.785	21.181	20.17	19.834	19.525	18.98	18.43	17.899	17.266	16.758	16.278	15.772	15.255	14.725	14.212	13.717	13.188	12.766	12.155	11.737	11.332	10.983	10.623	10.27	9.933	9.687	9.373	9.152	8.878	8.71	8.48	8.275	8.103	7.909	7.716	7.501	7.288	7.123	6.964	6.807	6.797	7.01	6.635	6.292
