country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
270	Gambia	31.7501	32.0959	32.3262	32.4853	32.7405	33.035	33.4419	33.7939	34.3283	34.8121	35.3092	35.8122	36.3798	36.8683	37.3643	37.8549	38.3379	38.8669	39.3151	39.8058	40.3793	40.9247	41.4337	42.0294	42.552	43.1549	43.8738	44.4034	44.5659	45.6235	45.9366	46.4376	47.1818	47.9091	48.5516	49.1895	49.8895	50.5306	51.4061	51.9905	52.6321	53.2727	54.058	54.8822	55.5414	56.2166	56.8421	57.2732	58.1822	58.607	58.9853	59.2775	59.6088	60.0014	60.4535	60.7474	61.2328	61.4162	61.7873	62.0478	62.4342	62.8049	63.1394	63.4822	63.8215	64.251	64.7731	65.1341	65.5161	65.9269	66.1218	65.4457	66.5003	67.5336	2023
