country_code	country	age	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
270	Gambia	30	1.944	2.083	2.243	2.4	2.517	2.581	2.657	2.722	2.798	2.879	2.967	3.046	3.136	3.224	3.288	3.321	3.379	3.438	3.502	3.584	3.7	3.815	3.946	4.102	4.274	4.374	4.452	4.469	4.366	3.997	3.791	4.024	4.16	4.32	4.485	4.799	5.146	5.508	5.896	6.302	6.717	7.153	7.606	8.046	8.449	8.749	8.993	9.187	9.364	9.491	9.545	9.561	9.641	9.68	9.727	9.774	9.898	10.09	10.395	10.854	11.37	11.955	12.542	13.181	13.854	14.572	15.193	15.865	16.492	17.166	17.9	18.714	19.41	20.054	20.67
270	Gambia	31	1.8	1.956	2.093	2.252	2.407	2.523	2.586	2.662	2.726	2.802	2.882	2.969	3.048	3.138	3.224	3.288	3.322	3.379	3.443	3.509	3.591	3.707	3.821	3.952	4.108	4.204	4.299	4.37	4.382	4.272	3.903	3.695	3.913	4.056	4.204	4.503	4.819	5.169	5.533	5.923	6.331	6.747	7.182	7.616	8.04	8.372	8.652	8.893	9.084	9.258	9.382	9.434	9.447	9.525	9.571	9.62	9.674	9.807	10.003	10.311	10.766	11.278	11.862	12.447	13.083	13.748	14.458	15.073	15.74	16.36	17.03	17.801	18.602	19.284	19.928
270	Gambia	32	1.715	1.811	1.965	2.101	2.258	2.412	2.526	2.588	2.664	2.728	2.803	2.883	2.969	3.047	3.136	3.223	3.287	3.32	3.382	3.447	3.513	3.595	3.711	3.825	3.956	4.035	4.125	4.213	4.278	4.281	4.167	3.796	3.578	3.802	3.93	4.21	4.511	4.829	5.179	5.545	5.936	6.344	6.758	7.18	7.608	7.965	8.279	8.556	8.793	8.981	9.152	9.275	9.323	9.335	9.418	9.467	9.522	9.584	9.722	9.921	10.226	10.678	11.19	11.772	12.353	12.983	13.639	14.343	14.953	15.614	16.231	16.935	17.693	18.48	19.163
270	Gambia	33	1.679	1.724	1.819	1.971	2.106	2.262	2.414	2.526	2.588	2.663	2.727	2.802	2.881	2.966	3.044	3.133	3.219	3.282	3.32	3.383	3.448	3.514	3.596	3.712	3.826	3.88	3.953	4.036	4.116	4.172	4.17	4.053	3.672	3.463	3.67	3.929	4.21	4.511	4.829	5.18	5.547	5.937	6.343	6.746	7.171	7.537	7.875	8.186	8.459	8.695	8.881	9.048	9.168	9.215	9.233	9.318	9.372	9.436	9.502	9.643	9.84	10.143	10.594	11.105	11.682	12.257	12.88	13.531	14.229	14.834	15.491	16.139	16.831	17.577	18.364
270	Gambia	34	1.656	1.686	1.731	1.825	1.975	2.108	2.262	2.413	2.525	2.586	2.66	2.724	2.798	2.877	2.962	3.039	3.127	3.213	3.28	3.318	3.383	3.447	3.513	3.596	3.71	3.749	3.798	3.863	3.938	4.009	4.06	4.052	3.923	3.553	3.33	3.664	3.923	4.204	4.506	4.824	5.174	5.54	5.929	6.326	6.736	7.103	7.453	7.787	8.094	8.364	8.597	8.78	8.945	9.064	9.115	9.136	9.226	9.287	9.355	9.425	9.564	9.76	10.063	10.512	11.02	11.592	12.16	12.777	13.423	14.116	14.716	15.403	16.039	16.719	17.466
270	Gambia	35	1.604	1.661	1.691	1.735	1.828	1.977	2.109	2.261	2.41	2.52	2.582	2.655	2.719	2.792	2.87	2.955	3.032	3.119	3.208	3.276	3.314	3.38	3.444	3.509	3.593	3.634	3.667	3.709	3.766	3.83	3.896	3.941	3.92	3.799	3.417	3.322	3.655	3.915	4.196	4.496	4.815	5.164	5.528	5.909	6.315	6.672	7.023	7.369	7.7	8.004	8.271	8.502	8.68	8.844	8.967	9.021	9.047	9.144	9.209	9.28	9.349	9.487	9.683	9.985	10.432	10.934	11.5	12.063	12.674	13.316	14.004	14.631	15.306	15.932	16.614
270	Gambia	36	1.576	1.607	1.664	1.693	1.737	1.829	1.976	2.106	2.257	2.404	2.514	2.575	2.648	2.711	2.784	2.861	2.946	3.022	3.113	3.202	3.27	3.308	3.374	3.438	3.504	3.517	3.552	3.578	3.612	3.66	3.718	3.779	3.811	3.796	3.662	3.406	3.313	3.646	3.904	4.186	4.486	4.803	5.152	5.508	5.898	6.254	6.597	6.943	7.286	7.614	7.915	8.179	8.407	8.584	8.75	8.876	8.934	8.967	9.068	9.135	9.206	9.273	9.412	9.608	9.908	10.35	10.846	11.407	11.965	12.573	13.21	13.922	14.537	15.202	15.831
270	Gambia	37	1.535	1.577	1.608	1.664	1.693	1.737	1.827	1.973	2.101	2.25	2.396	2.505	2.566	2.638	2.701	2.773	2.85	2.934	3.014	3.104	3.194	3.261	3.3	3.366	3.43	3.429	3.436	3.465	3.483	3.509	3.55	3.603	3.652	3.689	3.661	3.648	3.396	3.306	3.637	3.896	4.177	4.476	4.793	5.133	5.496	5.84	6.182	6.521	6.864	7.204	7.529	7.826	8.088	8.313	8.494	8.661	8.791	8.855	8.892	8.995	9.062	9.132	9.201	9.339	9.534	9.83	10.267	10.757	11.315	11.869	12.472	13.132	13.831	14.438	15.105
270	Gambia	38	1.478	1.535	1.576	1.607	1.662	1.691	1.734	1.824	1.968	2.095	2.243	2.387	2.495	2.555	2.627	2.689	2.761	2.838	2.924	3.003	3.094	3.183	3.25	3.289	3.355	3.356	3.35	3.352	3.372	3.382	3.403	3.439	3.481	3.534	3.558	3.647	3.636	3.388	3.301	3.631	3.89	4.171	4.468	4.777	5.12	5.441	5.772	6.11	6.446	6.785	7.122	7.443	7.737	7.998	8.226	8.407	8.578	8.713	8.781	8.821	8.922	8.989	9.059	9.129	9.266	9.458	9.75	10.183	10.669	11.223	11.773	12.396	13.043	13.735	14.345
270	Gambia	39	1.421	1.476	1.532	1.573	1.604	1.658	1.687	1.73	1.818	1.96	2.086	2.232	2.375	2.482	2.541	2.613	2.675	2.746	2.825	2.912	2.991	3.081	3.17	3.237	3.276	3.283	3.279	3.267	3.262	3.274	3.28	3.296	3.322	3.368	3.407	3.545	3.635	3.627	3.382	3.299	3.628	3.887	4.166	4.455	4.764	5.067	5.376	5.703	6.038	6.371	6.707	7.041	7.359	7.65	7.913	8.142	8.325	8.502	8.639	8.709	8.749	8.848	8.917	8.987	9.057	9.191	9.379	9.668	10.098	10.58	11.13	11.698	12.309	12.95	13.644
