country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
270	Gambia	15.238	15.763	16.281	16.781	17.267	17.739	18.204	18.666	19.129	19.599	20.075	20.553	21.027	21.488	21.928	22.344	22.717	23.2	23.7	24.272	24.827	25.667	26.402	27.149	27.835	28.69	29.631	30.657	31.76	32.993	34.404	35.811	37.339	38.933	40.706	42.097	43.672	45.118	46.689	48.452	50.331	51.932	53.427	54.8	56.321	57.023	57.416	57.835	58.579	59.15	59.739	60.574	61.469	62.676	64.38	66.158	68.412	69.813	71.17	72.876	74.892	76.987	79.3	80.149	79.887	79.517	79.003	78.349	77.566	78.424	79.308	80.297	81.126	82.092
