country_code	country	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
270	Gambia	64.563	64.208	63.812	63.648	63.339	63.252	63.1	63.092	63.04	62.885	62.745	62.742	62.846	62.572	62.513	62.674	62.583	62.561	62.34	62.454	62.296	62.396	62.406	62.432	62.338	62.279	62.378	62.406	62.457	62.384	62.49	62.591	62.584	62.727	62.662	62.598	62.722	62.758	63.163	63.154	63.195	63.124	62.903	62.85	63.01	62.869	63.256	63.271	63.35	63.173	63.497	63.411	63.324	63.396	63.626	63.678	63.597	63.664	63.734	63.628	63.637	63.892	63.846	63.8	63.852	63.936	63.792	64.165	64.072	63.974	63.97	63.874	64.188	64.029	64.347	64.323	64.115
